Product_SKU,Customer_ID,Country,Quarter,Sales_Rep_ID,Units_Sold,Price_Per_Unit,Sales_Cycle_Length,Product_Category,Contract_Type,Customer_Tier,Previous_Quarter_Units,Discount_Percentage,Competitive_Situation,Region,Total_Revenue,Previous_Quarter_Revenue,Revenue_Growth_Rate,Effective_Price,Conversion_Proxy,Reliability_Score,Market_Access_Score,Market_Share_Pct,Competitor_Price_Avg,Market_Size_MM,Win_Rate_Pct,Customer_Satisfaction,Clinical_Outcome_Score,Reimbursement_Coverage_Pct,Growth_Rate_Pct,Competitive_Intensity,Number_Of_Competitors,New_Market_Entrants,Brand_Perception_Score,Value_Proposition_Rating,Marketing_Spend,Trade_Show_Presence,Avg_Reimbursement_Amount,Denial_Rate_Pct,Training_Time_Hours,Adverse_Events,Product_Age_Months,Warranty_Claims,NPS_Score,Average_Case_Duration,Physician_Preference_Rating
FAO-301,CUST051,India,20251,SR002,8,496.82,136,Orthosis,Fixed,C,,27.42,Monopoly,Asia,2884.74,,,360.591956,0.007352941176470590,80,70,17.27,526.6292,31.2,63.4,66.1,74.0,62.1,4.36,5.2,1,No,87.8,64.4,16370.0,Medium,782.85,10.7,14.5,0,47,4,16.7,69.2,97.0
FAO-301,CUST051,Germany,20251,SR001,40,595.2,22,Splint,Volume-Based,A,8.0,15.32,Oligopoly,Europe,20160.61,2884.74,5.9887,504.01536000000000,0.045454545454545500,80,70,13.36,619.008,179.0,52.7,76.5,97.8,91.3,7.64,3.9,8,No,83.5,88.6,15633.0,Medium,475.99,12.57,19.3,1,55,2,57.6,63.0,91.0
FAO-301,CUST051,USA,20254,SR004,12,359.02,144,Splint,Volume-Based,A,40.0,15.01,Monopoly,North America,3661.57,20160.61,-0.8184,305.131098,0.006944444444444440,80,70,23.65,391.3318,100.7,89.0,63.2,96.0,93.8,6.11,6.6,5,No,83.4,62.3,43080.0,High,735.96,18.44,11.9,0,27,0,89.7,41.8,75.8
FAO-302,CUST051,France,20251,SR004,28,315.27,157,Splint,Fixed,A,,21.24,Monopoly,Europe,6952.59,,,248.306652,0.006369426751592360,80,70,22.32,283.743,111.9,82.7,81.9,91.2,92.0,6.69,6.9,7,Yes,83.4,62.9,40459.0,Medium,406.24,3.57,2.6,1,7,0,79.3,75.8,75.4
FAO-302,CUST051,India,20251,SR003,24,114.02,126,Splint,Volume-Based,C,28.0,16.36,Monopoly,Asia,2288.79,6952.59,-0.6708,95.366328,0.007936507936507940,80,70,5.9,107.1788,132.8,84.1,79.3,73.2,80.3,3.44,7.9,8,Yes,78.0,74.8,29906.0,High,396.08,5.91,12.4,1,27,1,96.3,27.7,64.1
FAO-302,CUST051,Brazil,20254,SR002,35,528.59,49,Orthosis,Open,B,24.0,11.22,Highly Competitive,LATAM,16424.88,2288.79,6.1762,469.28220200000000,0.02040816326530610,80,70,5.53,475.73100000000000,186.7,87.5,74.3,93.3,69.3,7.88,2.4,5,Yes,72.7,84.6,20995.0,High,771.78,19.52,14.0,2,19,1,23.1,59.8,92.6
Ponseti-201,CUST051,France,20251,SR004,4,381.05,53,Orthosis,Volume-Based,B,,24.38,Oligopoly,Europe,1152.6,,,288.15001,0.018867924528301900,80,70,12.53,392.48150000000000,23.4,53.4,78.2,94.2,93.8,3.51,7.7,8,Yes,85.6,83.2,37105.0,Medium,617.12,7.42,5.2,2,17,2,36.7,39.1,90.7
Ponseti-201,CUST051,Brazil,20251,SR001,20,126.18,79,Splint,Fixed,A,4.0,3.93,Highly Competitive,LATAM,2424.42,1152.6,1.1034,121.22112600000000,0.012658227848101300,80,70,21.21,136.2744,105.8,65.4,91.4,93.0,89.1,2.91,6.4,8,Yes,70.5,88.1,11537.0,High,746.62,0.45,8.5,0,41,2,50.7,63.1,85.2
Ponseti-201,CUST051,France,20252,SR001,28,308.15,163,Orthosis,Open,A,20.0,17.5,Highly Competitive,Europe,7118.26,2424.42,1.9361,254.22375000000000,0.006134969325153370,80,70,24.75,292.74250000000000,143.8,52.8,66.9,73.4,99.2,6.37,1.5,9,No,79.0,64.2,32729.0,High,415.55,2.95,12.4,0,11,2,23.3,35.3,64.1
Ponseti-201,CUST051,India,20254,SR001,29,530.08,56,Splint,Open,A,28.0,14.9,Oligopoly,Asia,13081.84,7118.26,0.8378,451.09808000000000,0.017857142857142900,80,70,8.01,577.7872000000000,150.1,58.4,60.8,89.3,66.2,7.67,8.0,2,Yes,75.2,71.3,25937.0,Medium,678.98,0.53,8.1,2,5,2,39.4,74.1,70.5
FAO-301,CUST052,USA,20251,SR003,4,662.27,61,Orthosis,Volume-Based,C,,6.18,Highly Competitive,North America,2485.37,,,621.341714,0.01639344262295080,80,70,16.88,602.6657,144.7,59.2,90.2,95.0,69.0,2.4,4.4,3,No,69.7,68.5,49114.0,Low,555.15,19.8,8.1,0,2,0,53.8,35.9,78.4
FAO-301,CUST052,USA,20253,SR003,35,341.94,62,Orthosis,Open,A,4.0,10.17,Monopoly,North America,10750.76,2485.37,3.3256,307.164702,0.016129032258064500,80,70,12.62,372.7146,44.2,68.8,80.2,87.3,68.5,2.56,4.0,1,Yes,94.1,85.8,30302.0,High,677.57,5.58,3.5,0,47,1,19.1,82.3,70.6
FAO-302,CUST052,India,20252,SR002,6,514.55,82,Orthosis,Fixed,B,,27.68,Monopoly,Asia,2232.74,,,372.12256,0.012195121951219500,80,70,24.4,499.11350000000000,73.9,60.7,91.2,89.4,91.7,8.42,5.0,4,Yes,69.1,74.7,32091.0,High,432.7,18.47,18.9,2,56,1,25.7,80.3,77.4
FAO-302,CUST052,France,20253,SR001,17,725.54,90,Brace,Open,A,6.0,8.36,Monopoly,Europe,11303.04,2232.74,4.0624,664.884856,0.011111111111111100,80,70,21.84,667.4968,84.6,54.0,80.9,83.8,67.5,8.47,4.1,5,Yes,70.8,60.8,38495.0,Medium,772.36,19.92,15.3,1,12,3,12.5,45.4,69.0
AFO-101,CUST053,Brazil,20251,SR002,11,292.15,98,Splint,Volume-Based,C,,2.65,Monopoly,LATAM,3128.49,,,284.408025,0.01020408163265310,80,70,21.77,292.15,164.8,56.7,88.4,85.9,62.7,3.96,4.0,1,No,65.7,81.2,29382.0,High,844.74,12.0,1.0,0,42,1,71.3,47.0,74.0
AFO-101,CUST053,USA,20252,SR002,45,244.94,156,Brace,Volume-Based,C,11.0,4.53,Oligopoly,North America,10522.99,3128.49,2.3636,233.84421800000000,0.00641025641025641,80,70,14.37,232.69300000000000,70.2,55.9,75.0,71.0,99.9,6.92,8.3,8,No,88.8,71.7,18983.0,Medium,407.93,0.66,15.5,2,42,1,36.2,69.1,86.1
AFO-101,CUST053,France,20252,SR001,25,437.59,139,Orthosis,Open,B,45.0,4.6,Highly Competitive,Europe,10436.52,10522.99,-0.0082,417.46086000000000,0.007194244604316550,80,70,13.3,420.08640000000000,57.9,88.9,86.2,89.2,61.0,5.55,2.1,2,No,80.5,75.9,31491.0,Low,440.5,1.63,15.1,0,52,4,22.0,26.3,95.7
AFO-102,CUST053,India,20252,SR002,46,111.67,96,Splint,Fixed,A,,16.88,Highly Competitive,Asia,4269.72,,,92.820104,0.010416666666666700,80,70,10.47,107.2032,192.3,80.4,92.0,72.4,93.4,7.06,9.7,1,Yes,81.5,86.8,47771.0,Low,728.92,9.63,1.2,0,11,4,50.7,25.7,75.4
AFO-102,CUST053,Brazil,20253,SR004,47,748.34,101,Splint,Fixed,C,46.0,13.15,Monopoly,LATAM,30546.86,4269.72,6.1543,649.93329,0.009900990099009900,80,70,6.13,793.2404,21.6,88.7,80.0,83.1,74.6,8.9,6.0,2,Yes,88.7,67.7,26396.0,Medium,756.47,8.12,8.0,2,10,3,6.8,29.5,87.7
AFO-102,CUST053,Brazil,20254,SR003,9,600.29,154,Splint,Volume-Based,A,47.0,2.28,Monopoly,LATAM,5279.43,30546.86,-0.8272,586.603388,0.006493506493506490,80,70,22.29,606.2929000000000,199.6,67.6,66.3,78.8,93.7,2.64,2.6,5,Yes,72.0,67.2,37186.0,Low,763.28,12.12,12.5,2,28,2,92.3,59.4,65.4
FAO-301,CUST053,Brazil,20254,SR002,15,118.07,41,Splint,Volume-Based,A,,3.22,Highly Competitive,LATAM,1714.02,,,114.26814600000000,0.024390243902439000,80,70,21.26,113.34720000000000,141.8,61.1,69.4,86.4,82.2,8.22,2.2,9,Yes,66.8,67.9,49121.0,Medium,746.16,8.78,9.6,0,7,3,29.4,30.4,81.6
FAO-301,CUST053,USA,20254,SR001,48,534.83,137,Brace,Fixed,B,15.0,9.41,Oligopoly,North America,23256.12,1714.02,12.5682,484.50249700000000,0.0072992700729927000,80,70,24.99,545.5266,169.1,81.9,67.0,74.0,96.1,5.94,6.3,9,Yes,66.9,70.1,43197.0,High,514.25,18.68,15.8,0,14,3,88.6,39.4,96.9
FAO-302,CUST053,Germany,20252,SR003,20,295.61,104,Splint,Open,A,,18.07,Highly Competitive,Europe,4843.87,,,242.19327300000000,0.009615384615384620,80,70,24.93,307.43440000000000,73.0,63.1,68.6,90.7,97.0,6.51,6.7,2,Yes,85.6,63.2,36361.0,Low,515.88,10.69,9.1,1,13,0,49.8,65.3,61.1
Ponseti-201,CUST053,India,20252,SR003,37,178.66,160,Brace,Open,A,,18.36,Monopoly,Asia,5396.75,,,145.858024,0.00625,80,70,16.11,169.72700000000000,22.6,62.0,70.7,93.9,60.4,7.23,1.5,2,No,81.5,80.9,39440.0,High,403.85,13.87,3.9,1,5,1,85.0,21.1,70.7
Ponseti-201,CUST053,France,20254,SR002,18,783.92,107,Orthosis,Open,B,37.0,21.14,Monopoly,Europe,11127.59,5396.75,1.0619,618.199312,0.009345794392523360,80,70,20.38,768.2416,152.8,59.3,79.4,74.9,63.0,9.38,3.2,3,No,67.2,66.2,47459.0,High,325.47,17.93,19.6,2,51,0,24.7,32.6,65.3
AFO-101,CUST054,France,20253,SR004,23,109.04,57,Brace,Open,B,,28.0,Oligopoly,Europe,1805.7,,,78.50880000000000,0.017543859649122800,80,70,23.9,100.31680000000000,170.1,55.2,80.6,73.1,70.0,2.45,8.2,7,Yes,65.1,87.8,48390.0,Medium,754.06,2.94,5.6,0,42,1,17.5,85.1,81.3
AFO-102,CUST054,USA,20251,SR002,15,315.0,109,Orthosis,Fixed,A,,3.78,Highly Competitive,North America,4546.39,,,303.09300000000000,0.009174311926605510,80,70,21.99,296.10000000000000,153.3,60.3,74.9,74.4,86.8,2.24,1.4,3,No,64.2,66.5,48759.0,Low,274.55,4.59,14.6,2,8,3,84.9,66.5,87.2
AFO-102,CUST054,India,20254,SR004,42,752.78,67,Brace,Volume-Based,B,15.0,7.83,Oligopoly,Asia,29141.17,4546.39,5.4097,693.837326,0.014925373134328400,80,70,9.95,782.8912,45.7,64.2,81.5,96.3,95.5,3.43,8.7,1,No,82.0,67.7,35026.0,Low,950.23,2.15,3.7,2,50,1,21.3,41.4,62.3
AFO-102,CUST054,Germany,20254,SR003,44,485.33,63,Brace,Volume-Based,C,42.0,14.51,Oligopoly,Europe,18255.98,29141.17,-0.3735,414.908617,0.015873015873015900,80,70,14.01,456.2102,155.6,77.0,62.9,85.8,78.4,9.89,6.9,6,No,60.0,68.9,25388.0,High,861.35,2.79,7.3,0,1,2,74.6,23.2,62.8
AFO-102,CUST054,Brazil,20254,SR002,31,280.24,97,Splint,Open,C,44.0,14.71,Monopoly,LATAM,7409.52,18255.98,-0.5941,239.016696,0.010309278350515500,80,70,7.58,283.0424,158.4,52.5,63.1,84.0,84.3,7.72,4.9,3,Yes,60.6,83.1,15326.0,High,886.0,10.25,9.4,1,5,2,34.5,61.0,94.8
FAO-301,CUST054,France,20251,SR001,30,285.13,162,Orthosis,Fixed,C,,1.56,Highly Competitive,Europe,8420.46,,,280.68197200000000,0.006172839506172840,80,70,24.08,296.53520000000000,138.5,58.4,66.0,73.2,67.5,6.92,4.1,1,Yes,73.6,72.8,25422.0,Medium,925.34,6.42,4.7,2,11,3,74.8,35.6,78.2
FAO-301,CUST054,France,20251,SR002,24,178.99,112,Splint,Fixed,A,30.0,9.14,Monopoly,Europe,3903.13,8420.46,-0.5365,162.630314,0.008928571428571430,80,70,17.12,164.6708,157.9,82.4,78.1,89.5,92.2,2.38,1.2,4,Yes,84.2,84.6,47718.0,Low,526.88,8.46,9.5,2,52,4,90.8,87.2,78.5
FAO-301,CUST054,France,20254,SR004,17,782.83,112,Splint,Open,B,24.0,7.6,Highly Competitive,Europe,12296.69,3903.13,2.1505,723.3349200000000,0.008928571428571430,80,70,9.57,790.6583,172.3,55.9,67.5,96.0,98.7,9.03,8.4,1,Yes,84.3,83.5,45592.0,Medium,877.36,19.65,4.0,0,43,2,98.2,68.1,97.8
FAO-302,CUST054,Brazil,20251,SR004,36,504.48,78,Brace,Open,A,,23.89,Monopoly,LATAM,13822.55,,,383.95972800000000,0.01282051282051280,80,70,18.43,479.256,130.4,63.7,69.9,94.8,70.7,8.5,2.3,1,No,75.1,87.9,30946.0,Medium,326.45,3.13,11.6,1,48,3,36.0,88.2,72.8
Ponseti-201,CUST054,India,20252,SR002,46,541.5,52,Splint,Open,B,,28.55,Monopoly,Asia,17797.48,,,386.90175000000000,0.019230769230769200,80,70,17.36,590.235,35.9,84.6,74.0,88.8,79.8,7.32,3.8,2,Yes,84.2,82.7,31480.0,Medium,217.31,10.82,13.6,1,10,0,36.8,79.4,95.9
Ponseti-201,CUST054,India,20253,SR004,16,421.75,139,Orthosis,Volume-Based,C,46.0,27.83,Highly Competitive,Asia,4870.03,17797.48,-0.7264,304.376975,0.007194244604316550,80,70,12.16,421.75,107.8,56.2,88.4,72.3,63.4,4.71,6.1,8,Yes,78.2,61.6,22357.0,Low,827.91,1.98,2.2,0,15,4,98.1,53.8,99.0
AFO-101,CUST055,France,20251,SR003,4,533.03,82,Splint,Open,C,,19.78,Highly Competitive,Europe,1710.39,,,427.59666600000000,0.012195121951219500,80,70,7.27,565.0118,34.0,53.3,60.5,73.4,82.4,2.56,3.2,2,Yes,94.2,85.1,28180.0,Medium,259.84,6.37,17.6,2,39,2,86.2,66.9,69.7
AFO-102,CUST055,India,20252,SR002,30,196.34,19,Splint,Volume-Based,A,,19.32,Monopoly,Asia,4752.21,,,158.40711200000000,0.05263157894736840,80,70,18.43,198.3034,93.4,69.4,82.7,71.5,80.1,6.64,5.5,2,No,65.7,88.1,38578.0,Low,990.82,10.55,4.5,0,47,3,4.5,76.8,80.6
AFO-102,CUST055,France,20253,SR004,12,323.33,21,Splint,Fixed,A,30.0,8.78,Highly Competitive,Europe,3539.3,4752.21,-0.2552,294.941626,0.047619047619047600,80,70,15.41,294.2303,93.3,62.1,83.4,77.7,65.8,7.76,8.3,8,No,81.0,89.8,26097.0,Medium,739.84,18.93,5.3,0,29,3,57.3,60.5,81.4
FAO-301,CUST055,USA,20252,SR002,34,466.25,160,Splint,Fixed,C,,16.14,Monopoly,North America,13293.91,,,390.99725,0.00625,80,70,20.45,480.2375,31.9,72.5,88.0,74.1,77.7,2.75,5.2,6,No,77.2,63.8,17519.0,High,802.76,7.82,13.6,1,25,0,18.1,24.3,94.6
FAO-302,CUST055,France,20251,SR002,20,327.98,23,Brace,Volume-Based,B,,6.02,Highly Competitive,Europe,6164.71,,,308.235604,0.043478260869565200,80,70,15.4,357.49820000000000,82.8,82.2,92.6,77.8,73.4,7.07,9.5,4,No,66.8,78.4,31634.0,Medium,396.64,1.3,9.9,2,48,0,99.4,52.9,72.2
FAO-302,CUST055,Brazil,20251,SR001,21,158.61,84,Brace,Volume-Based,B,20.0,20.69,Monopoly,LATAM,2641.67,6164.71,-0.5715,125.79359100000000,0.011904761904761900,80,70,22.04,161.78220000000000,40.0,55.5,60.7,81.6,80.9,4.29,8.6,3,No,86.2,66.0,19013.0,Medium,739.09,7.76,10.5,2,6,4,13.9,29.1,91.9
FAO-302,CUST055,Germany,20253,SR002,2,140.12,138,Splint,Volume-Based,B,21.0,12.63,Monopoly,Europe,244.85,2641.67,-0.9073,122.42284400000000,0.007246376811594200,80,70,16.04,148.52720000000000,165.5,73.2,65.4,98.3,83.4,8.11,4.0,1,Yes,69.6,67.9,48972.0,Low,234.58,2.91,3.4,1,11,2,55.9,70.0,98.8
Ponseti-201,CUST055,India,20251,SR001,20,320.51,142,Brace,Volume-Based,B,,18.24,Monopoly,Asia,5240.98,,,262.048976,0.007042253521126760,80,70,16.22,346.1508,190.6,70.2,91.0,88.3,60.3,6.32,4.6,3,No,73.4,82.4,25614.0,High,870.26,4.6,16.3,2,17,3,66.5,67.6,93.6
Ponseti-201,CUST055,USA,20253,SR004,50,754.76,134,Splint,Open,B,20.0,4.74,Oligopoly,North America,35949.22,5240.98,5.8593,718.984376,0.007462686567164180,80,70,22.53,717.0220000000000,33.0,55.8,76.0,95.0,90.4,3.03,4.8,9,No,73.1,89.3,46387.0,High,335.7,12.36,12.7,2,15,4,93.7,89.5,96.4
Ponseti-201,CUST055,France,20253,SR001,41,472.56,118,Orthosis,Fixed,C,50.0,4.7,Highly Competitive,Europe,18464.34,35949.22,-0.4864,450.34968,0.00847457627118644,80,70,13.07,444.2064,191.9,75.0,79.8,91.3,88.5,6.21,6.6,5,Yes,68.5,77.8,19022.0,Low,757.89,1.35,3.6,0,16,4,84.7,64.0,88.3
AFO-101,CUST056,USA,20252,SR001,37,674.23,79,Orthosis,Open,A,,26.9,Monopoly,North America,18235.9,,,492.8621300000000,0.012658227848101300,80,70,7.68,687.7146,114.1,60.9,83.2,73.4,74.7,5.17,3.6,6,Yes,75.1,85.5,17568.0,Low,379.58,9.29,8.1,0,56,0,24.6,76.0,96.2
AFO-101,CUST056,India,20253,SR001,16,192.6,57,Orthosis,Volume-Based,C,37.0,4.62,Oligopoly,Asia,2939.23,18235.9,-0.8388,183.70188,0.017543859649122800,80,70,5.58,188.748,73.9,69.5,83.8,92.1,62.1,3.44,9.7,5,Yes,76.6,60.3,34676.0,High,254.76,12.19,16.4,0,2,3,57.3,38.8,66.6
AFO-101,CUST056,Germany,20253,SR003,14,483.13,117,Brace,Open,C,16.0,15.4,Monopoly,Europe,5722.19,2939.23,0.9468,408.72798,0.008547008547008550,80,70,20.1,516.9491,33.8,53.3,92.6,78.3,90.2,8.73,6.5,1,No,86.0,61.1,41175.0,Low,585.19,8.44,11.8,2,36,1,95.4,43.8,88.5
AFO-102,CUST056,Brazil,20252,SR001,38,104.77,127,Brace,Open,C,,5.56,Oligopoly,LATAM,3759.9,,,98.944788,0.007874015748031500,80,70,17.41,113.1516,110.1,68.4,94.9,89.2,98.2,2.09,4.6,1,Yes,86.8,77.9,32671.0,High,335.43,0.38,3.1,2,19,0,73.6,84.2,89.3
FAO-301,CUST056,Germany,20253,SR002,20,441.05,19,Brace,Fixed,A,,27.44,Monopoly,Europe,6400.52,,,320.02588000000000,0.05263157894736840,80,70,19.08,427.8185,163.0,62.3,85.2,80.2,69.6,4.5,6.8,4,No,65.5,71.7,19192.0,Medium,783.56,19.71,8.1,2,38,3,68.8,72.9,77.6
FAO-302,CUST056,France,20253,SR001,9,638.24,109,Splint,Open,A,,18.5,Monopoly,Europe,4681.49,,,520.1656000000000,0.009174311926605510,80,70,9.26,606.328,147.3,82.9,70.1,99.9,72.9,2.1,4.6,3,Yes,80.7,86.7,11516.0,Medium,390.05,7.34,5.6,2,50,4,75.5,65.9,63.2
FAO-302,CUST056,USA,20253,SR002,34,223.99,59,Orthosis,Fixed,A,9.0,13.78,Oligopoly,North America,6566.22,4681.49,0.4026,193.124178,0.01694915254237290,80,70,7.73,237.42940000000000,29.0,52.3,90.8,77.9,67.4,2.77,8.4,8,No,91.4,69.1,34732.0,High,473.98,15.57,10.8,1,21,4,32.3,37.8,84.9
FAO-302,CUST056,France,20254,SR001,32,361.1,78,Brace,Volume-Based,C,34.0,4.23,Oligopoly,Europe,11066.42,6566.22,0.6854,345.82547,0.01282051282051280,80,70,5.29,343.045,33.1,66.7,61.7,78.4,83.1,4.38,6.1,7,No,63.8,73.0,15241.0,High,653.95,6.51,17.0,1,11,2,72.9,68.9,62.1
Ponseti-201,CUST056,Brazil,20252,SR003,6,487.68,22,Splint,Open,A,,8.34,Highly Competitive,LATAM,2682.04,,,447.00748800000000,0.045454545454545500,80,70,12.01,516.9408000000000,92.5,68.3,68.1,97.9,66.2,2.43,1.4,7,No,76.6,75.8,23727.0,Medium,427.97,9.5,9.3,2,41,1,23.3,82.1,75.3
Ponseti-201,CUST056,USA,20254,SR004,30,213.78,159,Brace,Volume-Based,C,6.0,1.85,Highly Competitive,North America,6294.75,2682.04,1.347,209.82507,0.006289308176100630,80,70,16.8,209.5044,73.2,79.0,91.4,70.7,74.2,6.77,2.6,8,No,86.3,68.2,37031.0,Medium,502.39,7.77,9.2,0,3,0,42.8,36.2,75.7
AFO-101,CUST057,Germany,20251,SR001,2,603.46,72,Splint,Fixed,A,,6.2,Oligopoly,Europe,1132.09,,,566.04548,0.013888888888888900,80,70,12.84,621.5638,61.8,73.0,69.0,90.9,87.9,2.69,8.8,7,Yes,81.4,87.3,13921.0,High,852.5,6.85,18.2,0,34,2,89.0,69.4,100.0
AFO-101,CUST057,Germany,20252,SR001,20,227.93,159,Orthosis,Volume-Based,C,2.0,29.92,Highly Competitive,Europe,3194.67,1132.09,1.8219,159.733344,0.006289308176100630,80,70,13.75,209.6956,70.6,76.7,67.7,91.8,82.4,7.61,6.1,2,Yes,63.5,73.9,15090.0,Low,343.37,0.44,11.9,1,18,2,1.9,47.6,72.0
AFO-101,CUST057,France,20253,SR003,17,180.33,61,Splint,Volume-Based,C,20.0,19.36,Oligopoly,Europe,2472.11,3194.67,-0.2262,145.418112,0.01639344262295080,80,70,23.08,183.93660000000000,164.6,81.1,64.8,95.1,75.5,2.42,9.6,4,No,73.9,72.7,12467.0,Low,265.76,7.2,11.8,1,15,1,41.4,28.3,92.8
AFO-101,CUST057,India,20254,SR001,31,146.69,115,Splint,Fixed,B,17.0,17.71,Highly Competitive,Asia,3742.05,2472.11,0.5137,120.71120100000000,0.008695652173913040,80,70,11.97,145.2231,187.3,84.5,90.1,99.2,76.8,2.47,1.7,6,Yes,77.8,85.5,49843.0,High,462.69,17.79,6.0,2,25,0,26.7,73.4,62.1
AFO-101,CUST057,USA,20254,SR002,15,152.25,130,Brace,Volume-Based,A,31.0,23.15,Monopoly,North America,1755.06,3742.05,-0.531,117.00412500000000,0.007692307692307690,80,70,15.28,155.29500000000000,92.9,62.6,77.5,99.3,82.5,4.44,3.7,3,No,94.9,69.4,25483.0,Low,539.5,13.81,12.5,2,54,0,19.9,31.7,81.2
AFO-102,CUST057,USA,20252,SR001,47,252.4,78,Orthosis,Volume-Based,B,,12.13,Highly Competitive,North America,10423.84,,,221.78388,0.01282051282051280,80,70,20.67,234.73200000000000,183.1,71.5,83.6,72.0,60.2,9.17,2.7,3,Yes,66.3,84.5,46232.0,Medium,634.13,2.91,11.9,2,50,4,83.9,37.7,81.5
FAO-302,CUST057,France,20253,SR001,17,545.25,103,Splint,Volume-Based,C,,25.02,Monopoly,Europe,6950.08,,,408.82845000000000,0.009708737864077670,80,70,12.93,572.5125,77.9,83.6,68.4,94.7,63.1,7.13,6.0,6,Yes,94.4,63.7,21743.0,Medium,497.94,11.82,8.5,2,51,0,69.6,74.8,85.1
Ponseti-201,CUST057,France,20252,SR004,3,777.42,178,Splint,Open,A,,0.91,Monopoly,Europe,2311.04,,,770.345478,0.0056179775280898900,80,70,17.44,831.8394,105.8,89.6,86.5,89.4,95.3,8.16,4.4,1,No,73.2,65.5,40128.0,Low,831.93,17.84,19.8,2,15,2,11.3,71.9,92.4
Ponseti-201,CUST057,India,20254,SR004,17,726.55,161,Orthosis,Volume-Based,B,3.0,16.81,Highly Competitive,Asia,10275.09,2311.04,3.4461,604.4169450000000,0.006211180124223600,80,70,22.25,682.9570000000000,60.7,85.6,86.6,89.4,63.1,3.13,2.4,1,No,67.0,88.5,18763.0,High,231.46,14.0,17.8,0,30,4,49.4,37.8,90.5
Ponseti-201,CUST057,Germany,20254,SR001,12,169.46,145,Splint,Fixed,C,17.0,23.05,Oligopoly,Europe,1564.79,10275.09,-0.8477,130.39947,0.006896551724137930,80,70,23.99,155.90320000000000,135.3,64.9,70.9,73.9,88.3,8.67,6.8,5,Yes,74.5,85.3,29933.0,Medium,545.41,2.97,15.2,0,17,0,46.7,85.9,90.4
AFO-101,CUST058,India,20252,SR003,36,679.58,127,Orthosis,Open,A,,18.09,Monopoly,Asia,20039.18,,,556.643978,0.007874015748031500,80,70,7.94,611.6220000000000,196.2,57.8,74.4,89.5,96.8,2.07,5.8,1,No,81.5,71.6,42985.0,Medium,505.8,17.36,11.2,2,18,1,14.3,35.1,77.3
AFO-101,CUST058,Brazil,20253,SR004,46,510.56,36,Orthosis,Open,B,36.0,1.79,Monopoly,LATAM,23065.36,20039.18,0.151,501.420976,0.027777777777777800,80,70,23.53,525.8768,128.6,69.6,67.3,99.5,70.8,3.7,3.5,8,Yes,67.5,79.2,42653.0,Medium,718.06,6.03,9.8,0,31,2,80.0,89.6,89.1
AFO-101,CUST058,USA,20254,SR001,2,254.36,21,Orthosis,Fixed,B,46.0,10.17,Highly Competitive,North America,456.98,23065.36,-0.9802,228.491588,0.047619047619047600,80,70,14.84,259.4472,84.4,79.7,94.2,97.4,74.8,6.93,5.3,2,Yes,70.2,88.3,41771.0,Low,973.02,9.08,4.5,2,50,3,36.7,71.7,79.7
AFO-102,CUST058,Germany,20251,SR004,10,617.91,155,Splint,Volume-Based,C,,7.46,Oligopoly,Europe,5718.14,,,571.813914,0.0064516129032258100,80,70,10.16,624.0891000000000,136.6,69.7,82.6,83.2,82.8,5.0,7.7,6,Yes,89.9,66.4,42949.0,High,608.3,10.52,6.8,2,43,1,76.2,47.5,62.7
FAO-301,CUST058,USA,20253,SR001,32,122.21,170,Brace,Open,B,,11.92,Oligopoly,North America,3444.56,,,107.642568,0.0058823529411764700,80,70,14.18,116.09950000000000,42.1,69.3,92.7,71.2,95.3,9.87,2.8,5,No,95.0,61.8,18459.0,Low,989.5,17.01,15.7,1,18,1,19.2,29.1,95.6
FAO-301,CUST058,Brazil,20254,SR004,24,371.48,110,Splint,Open,C,32.0,29.16,Highly Competitive,LATAM,6315.75,3444.56,0.8335,263.156432,0.00909090909090909,80,70,24.6,364.0504,180.0,83.5,70.6,80.9,97.7,2.24,3.6,4,No,71.1,76.1,29289.0,High,441.8,18.63,9.6,0,55,0,31.5,42.4,95.6
FAO-302,CUST058,France,20253,SR004,5,703.45,116,Brace,Open,C,,29.3,Oligopoly,Europe,2486.7,,,497.3391500000000,0.008620689655172410,80,70,14.85,717.519,110.6,64.5,87.4,94.8,89.6,9.99,4.1,1,Yes,65.2,64.3,29395.0,High,224.69,18.59,17.8,0,35,4,9.5,33.6,72.9
Ponseti-201,CUST058,India,20254,SR002,21,216.25,26,Splint,Volume-Based,A,,26.25,Highly Competitive,Asia,3349.17,,,159.484375,0.038461538461538500,80,70,11.58,216.25,100.9,84.4,86.8,91.0,63.5,6.99,7.7,3,No,87.8,65.6,45620.0,Low,332.53,0.16,3.8,1,13,4,14.3,63.5,96.6
AFO-101,CUST059,France,20251,SR001,12,770.04,37,Orthosis,Open,B,,4.85,Highly Competitive,Europe,8792.32,,,732.69306,0.02702702702702700,80,70,17.67,847.044,125.5,66.3,84.2,83.8,86.8,6.47,8.6,4,No,81.0,86.7,21876.0,Medium,516.1,18.44,10.7,0,14,2,88.3,45.0,90.3
AFO-101,CUST059,Brazil,20253,SR001,9,315.07,82,Brace,Fixed,C,12.0,0.69,Highly Competitive,LATAM,2816.06,8792.32,-0.6797,312.896017,0.012195121951219500,80,70,9.8,293.0151,132.5,63.1,93.8,71.7,76.4,2.48,4.4,2,Yes,63.5,60.2,47260.0,High,453.07,1.09,13.3,1,59,0,10.9,40.7,76.0
